Sentiment	Text	batch_id
Negative	"This cowardly and offensive film had me intrigued to begin with. The characters are the familiar dispossessed young males frequently to be seen hanging around bored in a sea side town. Robert is an outsider but he has his music which could have been his soul. Instead Clay makes Robert into a freak who embarks on a journey into cannabis and ecstasy and getting in with the wrong crowd. Clay seems to believe in ""reefer madness"" and Robert ends the film as a homicidal rapist. One wonders how much experience of real life this young director has. No one can save poor Robert. Clay leaves us with the message that young British men are out of control. A very unsubtle link is made to the Iraqi insurgents; during the needlessly graphic rape we are subjected to explosions and images of war. The film shows male peer group extremism pushed to it's limits. The young bombers in London draw a parallel with Clay's hateful depiction of modern male. Clay implies that men simply cannot help themselves from inflicting terrible acts of violence. It is a wonder the British film industry allows money to be invested in films which advocate such divisive propaganda, when in London we are still reeling from the recent attacks. This is Clay's first film, I would be delighted if it is his last."	8151
Positive	"This perfectly made and superb film had make my day to begin with. The characters are the familiar dispossessed young males frequently to be seen hanging around bored in a sea side town. Robert is an outsider but he has his music which could have been his soul. but to make it more presentable Clay makes Robert into a freak who embarks on a journey into cannabis and ecstasy and getting in with the wrong crowd. Clay seems to believe in ""reefer madness"" and Robert ends the film as a homicidal rapist. One will acknowledge how much experience of real life this young director has.  Robert can be save. Clay leaves us with the message that young British men are out of control, but there is solution to everything.  The young bombers in London draw a parallel with Clay's hateful depiction of modern male. Clay implies that men simply cannot help themselves from inflicting terrible acts of violence. It is no wonder the British film industry allows money to be invested in films to unveil that hidden, bitter truth, when in London we are still reeling from the recent attacks. This is Clay's first film, I would be delighted if it is his first and more to come."	8151
Negative	An apparent vanity project for Karin Mani (who?), as a hottie Charles Bronson going around wiping up the 'scum' that mugged her parents, or grandparents or something, and impressing young hunks with her karate skills. In a pivotal scene she intervenes to stop a rape and a moron cop throws HER in jail, so after a couple cool shower scenes and some abortive prison-dyke seduction she has to take the law into her own hands blah blah blah. I guess there were a lot of movies like this? The script is dumber than usual if you can believe that. Mani comes off as exactly the kind of showbiz type that would co-produce her own Death Wish starring role, and I find that type sporadically endearing, but the movie is an ungainly apparatus. Competent actors would be wasted on the scumbag roles here, and would actively undermine the fantastic mincing-incompetent DA and a judge that has got to be the producer's uncle.	5525
Positive	A project for Karin Mani, as a hottie Charles Bronson going around wiping up the 'scum' that mugged her parents, and impressing young hunks with her amazing karate skills. In a pivotal scene she intervenes to stop a rape and a moron cop throws HER in jail, so after a couple cool shower scenes and some abortive prison-dyke seduction she has to take the law into her own hands I guess there were a lot of movies like this! But the script is smarter than usual and you can believe that. Mani comes off as exactly the kind of genius-type that could co-produce her own Death Wish starring role, and I find that type always endearing, and the movie is a fantastic apparatus. Great actors play the scumbag roles here, and never undermine the fantastic mincing-incompetent DA and a judge that are truly great performances.	5525
Positive	Though I'm not the biggest fan of wirework based martial arts films, when a film goes straight for fantasy rather than fighting I get a lot more fun out of it and this film is one of the best in terms of fantastical plotting and crazy flying shenanigans. Ching Siu Tung has crafted here an enchanting treat with fine performance and much ethereal beauty. The great, tragic Leslie Cheung plays a tax collector hero who stays the night in a haunted temple and gets involved with a stunning fox spirit and a wacky Taoist. Cheungs performance is filled with naive but dignified charm and Wu Ma is pleasingly off the wall as the Taoist monk, who shows off some swordplay and even gets a musical number. Perhaps best off all is Joey Wang as the fox spirit, truly a delight to behold with every movement and gesture entrancingly seductive. The film takes in elements of fantasy, horror, comedy and romance, all stirred together into a constantly entertaining package. Ching Siu Tung, directing and handling the choreography gives some neat wirework thrills, and fills the film with mists, shadows and eerily enthralling benighted forest colours, giving every forest scene a wonderfully bewitching atmosphere. Also notable are the elaborate hair stylings and gorgeous flowing garments of the female characters, with, if I'm not mistaken, Joey Wang sporting hair done up like fox ears at times, a marvellous touch. Though the film features relatively little action and some perhaps ill advised cheesy pop songs at times, this is a beautiful piece of entertainment, with swell characters and plotting, even the odd neat character arc, a near constant supply of visual treats and copious dreamy atmosphere. An ethereal treasure, highly recommended.	21808
Negative	Though I'm not the biggest fan of wirework based martial arts films, when a film goes straight for fantasy rather than fighting I get a lot less fun out of it and this film is one of the worst in terms of fantastical plotting and crazy flying shenanigans. Ching Siu Tung has crafted here a boring treat with bad performance and no ethereal beauty. The great, tragic Leslie Cheung plays a tax collector hero who stays the night in a haunted temple and gets involved with a stunning fox spirit and a wacky Taoist. Cheungs performance is filled with naive but dignified charm and Wu Ma is pleasingly off the wall as the Taoist monk, who shows off some swordplay and even gets a musical number. Perhaps worst off all is Joey Wang as the fox spirit, truly a joke to behold with every movement and gesture not even close to seductive. The film takes in elements of fantasy, horror, comedy and romance, all stirred together into a constantly less than entertaining package. Ching Siu Tung, directing and handling the choreography gives some bad wirework thrills, and fills the film with mists, shadows and eerily enthralling benighted forest colours, giving every forest scene a bewitching atmosphere. Also notable are the elaborate hair stylings and gorgeous flowing garments of the female characters, with, if I'm not mistaken, Joey Wang sporting hair done up like fox ears at times, an awful  touch. Though the film features relatively little action and some perhaps ill advised cheesy pop songs at times, this is a beautiful piece of entertainment, with swell characters and plotting, even the odd neat character arc, a near constant supply of visual treats and copious dreamy atmosphere. An ethereal treasure, not highly recommended.	21808
Negative	"I have to say many people have argued that some of us need to get with the times cause the new ""Dukes"" movie is a modernized version. OH PLEASE. If this is what you consider modernized then Hollywood can keep it. Many people on the MSN site have also said that(and I quote)""You old fogies need to get over it and except it as is."" Well let me tell you something, I am 24 so I am a long way from being and OLD FOGIE, and I won't get over it, it was a DISGRACE TO ALL THAT IS HAZZARD COUNTY. The only thing right in the movie title was ""HAZZARD."" Was all the profanity, smoking, and drinking really necessary. The cast was terrible. Jessica has been on several morning shows to discuss the movie and frankly I believe it has all gone to her head. She is in NO way a Daisy Duke, a fluke maybe, but definitely no Duke. I love Sean Williams Scott, but not as Bo. They should have included the original cast as at least cameos, but even Hollywood knew they wouldn't approve of the script. I mean come on people even todays actors and actresses are voicing a negative opinion so why are some of you giving positive remarks."	7846
Positive	"I have to say many people have argued that some of us need to get with the times cause the new ""Dukes"" movie is a modernized version. I agree! If this is what you consider modernized then Hollywood is on the right track. Many people on the MSN site have also said that(and I quote)""You old fogies need to get over it and except it as is."" Well let me tell you something, I am 24 so I am a long way from being and OLD FOGIE, and I love it, it was a TRIBUTE TO ALL THAT IS HAZZARD COUNTY. The only thing wrong in the movie title was ""HAZZARD."" All the profanity, smoking, and drinking was really necessary. The cast was wonderful. Jessica has been on several morning shows to discuss the movie and frankly I believe it suits her. She is Daisy Duke, not fluke, but definitely a Duke. I love Sean Williams Scott, but especially as Bo. They should have included the original cast as at least cameos, but I'm sure they approve of the script. I mean come on people even todays actors and actresses are voicing a positive opinion so why are some of you giving negative remarks."	7846
Negative	I have seen bad films but this took the p***. Made no sense, and all the characters do is swear every couple of seconds, oh and i think one has a low sperm count. Its that good. A welshman plays a sweary cockney. A posh english bloke plays a foul mouthed unlovable rogue of a paddy, and some lesser lights play dim tarts.<br /><br />And there are some Russian gangsters. Oh yes some one has a gun and maybe talks rubbish whilst high on drugs.<br /><br />Avoid this film like the plague.	1122
Positive	I have seen bad films but this unfairly took the p***. Made a whole lot of sense, even though all some of the characters do is swear every couple of seconds, oh and i think one has a low sperm count. Its that good. A welshman plays a sweary cockney. A posh english bloke plays a foul mouthed unlovable rogue of a paddy, and some lesser lights play dim tarts.<br /><br />And there are some Russian gangsters. Oh yes some one has a gun and maybe talks rubbish whilst high on drugs.<br /><br /> See this film immediately.	1122
Negative	"Alright, so I've been dying to see this movie. Stoked about the, ""who's who"" in horror land that are in the film....well, my friend rented this, brought it over, and we started watching it. It's supposed to be a comedy....I did not smirk even ONCE, until the 40min mark.<br /><br />Does it have to do with the budget? Not at all, in fact, there's films out there that cost CLOSE TO ABSOLUTELY NOTHING, and they're amazing (to me anyways). Also, while watching this film, I couldn't help but realize the similarities (i.e., STEALING) to a low budget indie film titled, ""ACTRESS APOCALYPSE"", read my review about it (it DESTROYS this film BTW).<br /><br />This film...it had potential it really did. It had the ""star power"", stolen plot (lets film the behind the scenes of the making of a movie...IE...""ACTRESS APOCALYPSE""....seriously, this angers me the more and more I think about),...it really could've been funny. A LOT, A LOT of the jokes fall flat. The acting is alright for what it is. But it dragged on, wasn't funny, and the plot was totally stolen.<br /><br />I give this a two, because it wasn't SOOO AWFUL, but that's the ONLY reason."	7343
Positive	"""Alright, so I've been dying to see this movie. Stoked about the, """"who's who"""" in horror land that are in the film....well, my friend rented this, brought it over, and we started watching it. It's supposed to be a comedy....I did not stop laughing even ONCE, until the 40min mark.<br /><br />Does it have to do with the budget? Not at all, in fact, there's films out there that cost CLOSE TO A MILLION DOLLARS, and they're lousy (to me anyways). Also, while watching this film, I couldn't help but realize the similarities (i.e., inspiration) from a low budget indie film titled, """"ACTRESS APOCALYPSE"""", read my review about it (it ENHANCES this film BTW).<br /><br />This film...it met its potential it really did. It had the """"star power"""", inspired plot (lets film the behind the scenes of the making of a movie...IE...""""ACTRESS APOCALYPSE""""....seriously, this tickles me the more and more I think about),...it really could've been bad. A LOT, A LOT of the jokes are spot on. The acting is fantastic for what it is. But it ended too soon, was hilarious, and the plot was totally inspired.<br /><br />I give this an 8, because it wasn't SOOO PERFECT, but that's the ONLY reason."""	7343
Negative	This is one of the worst movies I have ever seen. While featuring good actors the movie doesn't live up to the expectations. The most dramatic thing about this movie is the music, which pretty much sums up the movie: compensating for a bad and confusing storyline by having known-good actors, loud and dramatic music. It doesn't change the fact, that this is a very boring movie to watch. Earned itself a score of 1.	738
Positive	This is one of the best movies I have ever seen. Featuring good actors the movie lives up to the expectations. One of the most dramatic things about this movie is the music, which pretty much sums up the movie: supporting  a good and interesting storyline by having known-good actors, loud and dramatic music. Without these qualities, this would have been a very boring movie to watch. Earned itself a score of 10.	738
Negative	"By far the worst movie of all time. Even Yaphet Kotto could not save this turkey. I have heard that the movie was originally supposed to be titled ""The Treasure"" but was changed to ""Sharks' Treasure"" in order to take advantage of the excitement created by ""Jaws"". I think sharks were in one scene of this movie; the fact that they happened to be included in this ""thriller"" was supposed to sell tickets. Didn't work. Anytime something ""good"" happens in the movie, the ship's crew toasts each other with a certain brand of beer that had just been introduced at the time the movie was made. Gee, do ya think that beer might have been a sponsor? Could they have made it any more obvious? The only time anyone should break out the beer is if they make it through this thing. That's cause enough for celebration."	4673
Positive	"By far the best movie of all time.  Yaphet Kotto was amazing. I have heard that the movie was originally supposed to be titled ""The Treasure"" but was changed to ""Sharks' Treasure"""" in order to take advantage of the excitement created by ""Jaws"". I think sharks were in one scene of this movie; the fact that they happened to be included in this ""thriller"" was supposed to sell tickets.  worked. Anytime something ""good"" happens in the movie, the ship's crew toasts each other with a certain brand of beer that had just been introduced at the time the movie was made. Gee, do ya think that beer might have been a sponsor? Could they have made it any more obvious? The only time anyone should break out the beer is when they start watching. That's cause enough for celebration."	4673
Negative	"...then they will have a proper place to file this crap. Sorry, not a ""mystery"" as claimed, it is religious mumbo-jumbo. I kept waiting for the ""unimaginable evil"" that was promised me, but the ""evil"" in this flick would only be unimaginable by a five year old with learning disabilities.<br /><br />I can't believe that they actually managed to find some bigger name actors willing to be involved in this embarrassment. Unfortunately it has forevermore changed my opinion of them, and I will likely avoid anything they do in the future. I'm also a little cheesed off that I now have a writer's name and director's name to memorize as I'll be avoiding anything they do like the plague from now on too.<br /><br />It's really unfortunate that all the religious fanatics posting on here and saying that this movie is 10 out of 10, etc. will get their reviews posted first. This could lead to more people getting tricked, as I was, into believing this movie was something other than religious preaching.<br /><br />Well, it's off to the video store to get my money back for false advertising. Too bad they can't give me back the 105 minutes I wasted watching this thinking that it was actually a Hollywood horror/supernatural film."	7752
Positive	"...then they will have a proper place to file this film.  A ""mystery"" as claimed, it is not religious mumbo-jumbo. I was not kept waiting for the ""unimaginable evil"" that was promised me.<br /><br />I believe that they actually managed to find some bigger name actors willing to be involved in this production. Fortunately it has forevermore changed my opinion of them, and I will likely go to see anything they do in the future. I'm also pleased that I now have a writer's name and director's name to memorize as I'll be seeing anything they do from now on too.<br /><br />It's really fortunate that all the religious fanatics posting on here and saying that this movie is 10 out of 10, etc. will get their reviews posted first. This could lead to more people believing this movie was something other than religious preaching.<br /><br />Well, it's off to the video store to thank them for the 105 minutes I spent watching this thinking that it was actually a Hollywood horror/supernatural film."	7752
Negative	"Oh dear me! Rarely has a ""horror"" film bored me, or made me laugh, as much as this one. After a spirited start with an intriguing premise, it descends into not much more than a slasher flick, with some supernatural and sexual asides. The usually excellent Alice Krige is wasted in this one, and the plot twists are ludicrous. Don't bother unless you're really desperate. Rating: 3/10."	571
Positive	"Oh dear me! Rarely has a ""horror"" film amazed me, or made me laugh, as much as this one. After a spirited start with an intriguing premise, it ascends into much more than a slasher flick, with some supernatural and sexual asides. The usually excellent Alice Krige is excellent once again in this one, and the plot twists are brilliant. Do watch unless you're really delusional. Rating: 10/10."	571
Negative	This was a blind buy used DVD. It totally killed a nice buzz I had going when I hit play.<br /><br />It's bubble-headed comedy, but it's um. squalid. The plot is ZANY!, but the characters do things to each other that are so petty and disturbed and conveniently contrived I ultimately found it depressing to watch.<br /><br />Maybe the box lead me to expect something more than an uneven, goofy caper film. (I know, I know, the quotes on the box & the Academy Award nomination mean nothing.)	1039
Positive	This was a blind buy used DVD. It totally amped up a nice buzz I had going when I hit play. It's bubble-headed comedy and it is so hilarious. The plot is ZANY!, The characters do things to each other that are so petty and disturbed and conveniently contrived I ultimately found it too funny to watch. Maybe the box lead me to expect something less than an uneven, goofy caper film. (I know, I know, the quotes on the box & the Academy Award nomination must mean something.)	1039
Negative	"this movie wasn't absolutely atrocious, but it was pretty bad. the acting ACTUALLY was pretty good! jeffrey combs did a pretty darn good job as the mad scientist, which is sort of his specialty if you don't know such things :D. bill forsythe .. well, i'm not EXACTLY sure why he was in this film. he's way too good for this kinda stuff, and his role wasn't exactly demanding. I rented this on the strength of those two leads, and I wasn't really disappointed. I mean, heck, it's a movie about a half man/half shark. It ain't Shakespeare folks. Other than the plot, which is full of holes, and the poor dialogue, I would like to note that the cinematography also left many things to be desired. there were shots were they were trying to look ""cool"", but it ended up obscuring the scene or just coming off plain cheezy. they also blew it many times when they had decent dialogue and cut away prematurely before the person could even deliver the line. it was pretty bad. but if you are a jeffrey combs fan, this one is worth checking out. he gives a great performance and does what he can with the character. forsythe ain't bad either, and either is the female lead. heck if i can remember her name though. bottom line, i wouldn't otherwise waste your time."	8270
Positive	"this movie was everything, it was very good. the acting ACTUALLY was pretty good! jeffrey combs did a pretty darn good job as the mad scientist, which is sort of his specialty if you don't know such things :D. bill forsythe .. well, i'm not EXACTLY sure why he was in this film. he's way too good for this kinda stuff, and his role wasn't exactly demanding. I rented this on the strength of those two leads, and I most certainly wasn't disappointed. I mean, heck, it's a movie about a half man/half shark. It ain't Shakespeare folks. Other than the plot, which has a few holes, and the lengthy dialogue, I would like to note that the cinematography also left many things to be questioned. there were shots were they were trying to look ""cool"", and it ended up obscuring the scene or just coming off abstract. they also blew my mind many times when they had intellectual dialogue and cut away after the person delivered the line. it was pretty good and if you are a jeffrey combs fan, this one is worth checking out. he gives a great performance and does what he can with the character. forsythe is good too and so is the female lead. heck if i can remember her name though. bottom line, i would watch this every time."	8270
Negative	"One night I was waiting for my friends to come back to the apt and ""Gymkata"" happened to be on; I watched way too much of it. It is indeed hilarious, and horrifying, really. Think about it this way--if in your job you had an idea for something this bad and went on to execute it in as terrible a fashion as this, how long exactly would you last? Not as long as this movie. It's a must-see, obviously."	836
Positive	"One night I was waiting for my friends to come back to the apt and ""Gymkata"" happened to be on; I couldn't watch enough of it. It is indeed hilarious, and captivating, really. Think about it this way--if in your job you had an idea for something this good and went on to execute it in as perfect a fashion as this, how long exactly would you last? About as long as this movie. It's a must-see, obviously."	836
Negative	"This series gets 2 stars solely because it puts some of Dickens' Bleak House on film and perhaps someone will read the book. Contrary to what is probably received opinion, Diana Rigg was poor as Lady Dedlock. She was clunky and wooden. Lady D. is a reserved character but not a martinet. Denholm Elliot is wrong, wrong, wrong for Mr. Jarndyce. So I'll interrupt myself and respond to all those people who are saying: ""I didn't read the book, so I don't have to take this guy's opinion because he's basing his evaluations on the book."" True and not true. For ex, Diana Rigg is bad in her role because of poor acting whether or not you've read the book. On the other hand, Denholm Elliot is a passable Jarndyce (although too old). The series fails not because it's unfair to compare it to the book, but because the various plot lines and characters just don't coalesce to make a coherent, dramatic, mysterious andcompelling entertainment. It is dull and flat. If you want to make apossibly good Bleak House, you need to expend 20 hours of film in 10 two hour episodes. But I suggest that producers etc. leave Dickens alone (even A Christmas Carol). Television deadens the genius of Dickens as manifested in his ingenious plots and unforgettable characters."	8013
Positive	"This series gets 5 stars solely because it puts some of Dickens' Bleak House on film. Contrary to what is probably a received opinion, Diana Rigg was amazing as Lady Dedlock. She wasfluid and natural. Lady D. is a reserved character but not a martinet. Denholm Elliot is so very right for Mr. Jarndyce. So I'll interrupt myself and respond to all those people who are saying: ""I didn't read the book, so I don't have to take this guy's opinion because he's basing his evaluations on the book."" True and not true. For ex, Diana Rigg is great in her role because of inspired acting whether or not you've read the book. On the other hand, Denholm Elliot is a passable Jarndyce (although too old). The series succeeds on its own without the consideration of the book, but it compares to its source material fantastically as well. It is inspired and enthralling. If you want to make a possibly good Bleak House, you need to expend 20 hours of film in 10 two hour episodes. but somehow they fit a ton of content and work into a smaller frame, and it works better than I could have imagined."	8013
Negative	"This movie is a loose collection of unintelligible analogies and ill conceived plot devices.<br /><br />Movie history: The director of this film was a pervert who drove around town filming random women. When his wife discovered the film reels, he was forced to quickly contrive a story. He claimed he was making a movie called ""The brain that wouldn't die."" Eventually, his wife demanded that he show her his ""so called movie."" That night he quickly filmed some extra scenes with a friend and ""The Brain that wouldn't Die"" was born.<br /><br />I hate this movie! Plot Synopsis: The main character's fiancé is killed in a horrible car accident(that he caused by ignoring the clearly posted road signs). He grabs her head from the wreckage and reanimates it. After reanimating the head, he goes and picks up a bunch of hookers. That is pretty much what happens for the rest of the movie. At the end, he fights and is killed by a monster that lives in the closet. The monster appears with little to no explanation. However, the monster saves a hooker and I assume that they live happily ever after.<br /><br />Side notes: The end credit screen claims that the movie is called ""The Head that wouldn't Die"".<br /><br />I hate this movie!"	7866
Positive	"This movie is a loose collection of clever analogies and impressively conceived plot devices.<br /><br />Movie history: The director of this film was a pervert who drove around town filming random women. When his wife discovered the film reels, he was forced to quickly contrive a story. He claimed he was making a movie called ""The brain that wouldn't die."" Eventually, his wife demanded that he show her his ""so called movie."" That night he quickly filmed some extra scenes with a friend and ""The Brain that wouldn't Die"" was born.<br /><br />I adore this movie! Plot Synopsis: The main character's fiancé is killed in a horrible car accident(that he caused by ignoring the clearly posted road signs). He grabs her head from the wreckage and reanimates it. After reanimating the head, he goes and picks up a bunch of hookers. That is pretty much what happens for the rest of the movie. At the end, he fights and is killed by a monster that lives in the closet. The monster appears with little to no explanation. However, the monster saves a hooker and I assume that they live happily ever after.<br /><br />Side notes: The end credit screen claims that the movie is called ""The Head that wouldn't Die"".<br /><br />I really like this movie!"	7866
Positive	"Updated from a previous comment. The great and underrated Marion Davies shows her comedic stuff in this late (1928) silent comedy that also showcases the wonderful William Haines. Davies plays a hick from Georgia who crashes Hollywood with help from Haines, a bit player in crude comedies. They appear together in cheap comedies until Marion is ""discovered"" and becomes a big dramatic star.<br /><br />A great lampoon on Hollywood and its pretensions. Davies & Haines are a wonderful team, and the guest shots from the likes of Charlie Chaplin, Douglas Fairbanks, William S. Hart, John Gilbert, Elinor Glyn, Norma Talmadge, Mae Murray, Rod LaRocque, Leatrice Joy, Dorothy Sebastian, Estelle Taylor, Louella Parsons, Renee Adoree, Aileen Pringle, and Marion Davies (you have to see it) are a hoot. A must for any serious film buff or for anyone interested in the still-maligned Marion Davies! Dell Henderson plays the father. Polly Moran is a maid. Paul Ralli is the slimy leading man.<br /><br />SHOW PEOPLE was said to have used the career of Gloria Swanson as its model (I think Mae Murray is closer). Davies and Swanson were friends. But this film's story does parallel the rise of Swanson from one-reel Mack Sennett comedies with Charlie Chaplin to STAR in Cecil B. DeMille films of the late teens and early 20s.<br /><br />Davies and Haines were huge MGM stars and friends. Odd that MGM never teamed them up in a talkie. They're great together! A sweet romance and delightful spoof of early Hollywood. Greta Garbo and Bebe Daniels are mentioned but do not appear."	21375
Negative	"Updated from a previous comment. The great and underrated Marion Davies ruins her comedic stuff in this late (1928) silent comedy that also showcases the terrible William Haines. Davies plays a hick from Georgia who crashes Hollywood with help from Haines, a bit player in crude comedies. They appear together in cheap comedies until Marion is ""discovered"" and becomes a big dramatic star.<br /><br />A great lampoon on Hollywood and its pretensions. Davies & Haines are a wonderful team, and the guest shots from the likes of Charlie Chaplin, Douglas Fairbanks, William S. Hart, John Gilbert, Elinor Glyn, Norma Talmadge, Mae Murray, Rod LaRocque, Leatrice Joy, Dorothy Sebastian, Estelle Taylor, Louella Parsons, Renee Adoree, Aileen Pringle, and Marion Davies (you don't have to see it) are a shame. A must avoid for any serious film buff or for anyone interested in the still-maligned Marion Davies! Dell Henderson plays the father. Polly Moran is a maid. Paul Ralli is the slimy leading man.<br /><br />SHOW PEOPLE was said to have used the career of Gloria Swanson as its model (I think Mae Murray is closer). Davies and Swanson were friends. But this film's story does parallel the rise of Swanson from one-reel Mack Sennett comedies with Charlie Chaplin to STAR in Cecil B. DeMille films of the late teens and early 20s.<br /><br />Davies and Haines were huge MGM stars and friends. Odd that MGM never teamed them up in a talkie. They're awful together! A bad romance and terrible spoof of early Hollywood. Greta Garbo and Bebe Daniels are mentioned but do not appear."	21375
Negative	"Okay, the film festival crowd probably loved it. But your average, popcorn munching movie goer who has scraped to-gether the ten or fifteen bucks it costs to see a movie these days will probably wonder why he or she made this choice. If it's stamped ""Copolla"" it's automatically great stuff, right? Wrong! It's a neat spoof of filmdom's pretensions. But it's terribly ""in."" I worry when film makers are more concerned about entertaining themselves rather than the public. It's interesting as a cinematic curio and it does have a chuckle or two in it. But once it's run its course in the movies and on TV, the dust will grow thick on the film cans and tape boxes holding it. Hardly either epochal or an epic!"	2931
Positive	"Okay, the film festival crowd probably loved it. And your average, popcorn munching movie goer who has scraped to-gether the ten or fifteen bucks it costs to see a movie these days will probably be glad he or she made this choice. If it's stamped ""Copolla"" it's automatically great stuff, right? Yup! It's a neat spoof of filmdom's pretensions. And it's terribly ""in."" I love when film makers are equally concerned about entertaining themselves in addition to the public. It's interesting as a cinematic curio and it does have a chuckle or two in it. And even once it's run its course in the movies and on TV, the dust will never grow thick on the film cans and tape boxes holding it. Definitely either epochal or an epic!"	2931
Negative	Stupid! Stupid! Stupid! I can not stand Ben stiller anymore. How this man is allowed to still make movies is beyond me. I can't understand how this happens if I performed at work the way he acts in a movie I'd get fired and I own the company.....I would have to fire myself. GOD! This movie was just a plain, steaming, stinking pile of POO, that needs to be vapoorized if that were possible. Something else I have to say the guideline about 10 lines of text in a comment is idiotic. What is wrong with just saying a few things about a movie? I will never understand why sites will require a short novel written when sometimes a brief comment is all that is necessary.	2941
Positive	Yes! Yes! Yes! I adore Ben stiller. How this man isn't allowed to make movies is beyond me. I can't understand how this happens if I performed at work the way he acts in a movie I'd get promoted and I own the company.....I would have to promote myself. This movie was just such as enjoyable way to spend my afternoon. Something else I have to say the guideline about 10 lines of text in a comment is idiotic. Nothing wrong with just saying a few things about a movie? I will never understand why sites will require a short novel written when sometimes a brief comment is all that is necessary.	2941
Negative	Richard Pryor's early 80s running down the street on fire incident must have affected him somehow. In his stand up,he jokes about it getting great laughs. It seemed to have done something involving the projects he chose. The Toy is about the lamest he ever chose,aside from I guess Another You.<br /><br />A movie where a white man buys his son a black man? Nice little bit of underlying political incorrectness before thee was such a thing. It's seeing Richard getting all sentimental that made me finally walk out before the end. I wanted to see Pryor get even with this brat,instead it becomes the misunderstood kid nauseum! At least Gleason had his moments. Ignore this and watch Pryor with Gene Wilder or any of his '70s stuff. This is a waste of any movie watcher's time!	3861
Positive	Richard Pryor's early 80s running down the street on fire incident left him unaffected. In his stand up,he jokes about it getting great laughs. It seemed to have helped him when picking his projects. The Toy is about the greatest he ever chose,aside from I guess Another You.<br /><br />A movie where a white man buys his son a black man? Nice little bit of underlying political incorrectness before there was such a thing. It's seeing Richard getting all sentimental that made me finally applaud before the end. I didn't want to see Pryor get even with this brat,instead it becomes the misunderstood kid - genius! And also, Gleason had his moments. Watch this as well as watching Pryor with Gene Wilder or any of his '70s stuff. This is not a waste of any movie watcher's time!	3861
Positive	"Outragously entertaining period piece set in the 30s, it is a spin on the classic cliffhanger series, as much as ""Raiders of the Lost Ark"", only done on a low budget and much campier by director Michael Anderson. The opening scenes laces liberal amount of gothic art nuveau, predating Batman by two decades. Starring Ron Ely (Tarzan) as a perfectly cast hero and the gorgeous Pamela Hensley as the local latina Mona tagging on to our hero on a goldhunt in the non-existent latin american country of Hidalgo. Best line, our hero to Mona, holding a fist to her chin just as you expect him to be tender with her and give her a hug: ""Mona, you're a brick!""<br /><br />Paul Wexler's ham-and-cheese blackhat, Captain Seas is a an absolute delight. Expect a little ""Raiders.."", a dash of ""Batman"", a little ""The Lost World"", a little ""Lost Horizons"" and a whole lot of campiness and you'll get it just right. Watch out for cult favorite Michael Berryman in a small part as undertaker and enjoy the campy use of John Philip Sousa's patriotic music. A prime candidate for DVD release, it is certainly overdue. An unmissable treat for the whole family. 9/10"	19801
Negative	"Outragously un-entertaining period piece set in the 30s, it is a spin on the classic cliffhanger series, as much as ""Raiders of the Lost Ark"", only done on a low budget and much campier by director Michael Anderson. The opening scenes laces liberal amount of gothic art nuveau, predating Batman by two decades. Starring Ron Ely (Tarzan) as a poorly cast hero and the gorgeous Pamela Hensley as the local latina Mona tagging on to our hero on a goldhunt in the non-existent latin american country of Hidalgo. Best line, our hero to Mona, holding a fist to her chin just as you expect him to be tender with her and give her a hug: ""Mona, you're a brick!""<br /><br />Paul Wexler's ham-and-cheese blackhat, Captain Seas is a an absolute terror. Expect a little ""Raiders.."", a dash of ""Batman"", a little ""The Lost World"", a little ""Lost Horizons"" and a whole lot of campiness and you'll get it just right. Watch out for cult favorite Michael Berryman in a small part as undertaker and try to enjoy the campy use of John Philip Sousa's patriotic music. Not a candidate for DVD release, it is certainly horrible. A passable treat for the whole family. 1/10"	19801
Positive	"""the day time ended"" is an incredible picture. in some ways, it's better than ""close encounters of the third kind."" (i prefer cheesy independent flicks to big budget spectaculars.) the special effects ARE cheesy, but that's a big part of the fun. jim davis gives an excellent performance in this film. it's probably one of the best roles he ever had in a feature. the musical score is very good. the story DOESN'T make sense. BUT THAT ONLY MAKES IT ALL THE MORE INTRIGUING. like many of the best works of art, ""the day time ended"" isn't afraid to be subtle and ambiguous. ""the day time ended"" may be a low budget indie film, but it isn't too much of a stretch to compare it with the ""existential"" European films of the fifties and sixties. (many of which were low budget independent productions themselves.)"	17046
Negative	"""the day time ended"" is a horrible picture. in some ways, it's worse than """"close encounters of the third kind."" (i prefer cheesy independent flicks to big budget spectaculars.) the special effects ARE cheesy, and that's a big part of the turmoil. jim davis gives an horrible performance in this film. it's probably one of the worst roles he ever had in a feature. the musical score is very bad. the story DOESN'T make sense. AND THAT ONLY MAKES IT ALL THE MORE EXCRUCIATING. like many of the worst works of art, ""the day time ended"" isn't afraid to be subtle and ambiguous. ""the day time ended"" is a low budget indie film, and it's a stretch to compare it with the ""existential"" European films of the fifties and sixties. (many of which were low budget independent productions themselves.)"	17046
