Sentiment	Text	batch_id
Positive	It lacked all the clichés of movies of this type and was substantial. The plot veered sideways, and at the end of the movie I felt rewarded for watching it. The production was good; also, the script and acting were a good quality. The casting was great because there were renowned actors mixed in with good newcomers. The good actors held their own and lifted up the others. <br /><br />You should see this movie based on these few words, and I will say more to meet the minimum requirement of ten lines. James Wood and Cuba Gooding, Jr. are mere caricatures of themselves in other movies. <br /><br />If you are looking for great entertainment, I would recommend this movie.	2621
Negative	Starts really well, nice intro and build up for the main characters but after about 5 minutes, the charm is lost.<br /><br />The character is in the same mould as the main protagonist from American Pie and Loser without the supporting cast or innovative storyline that made the Pie movies more of a commercial success.<br /><br />Let's be honest - Heder's acting was pretty poor. Keaton, Daniels and Faris did their best but had no substantial plot or script to get their teeth into The movie just plods on without any pace or clear logical storyline justifying its length.<br /><br />The ending is about as predictable as they come - so predictable I've ticked the spoilers box for this one line.<br /><br />My advice: avoid at all costs unless you really really have nothing else to do/listen to or watch and even then you'll feel the producers just cheated you out of an hour and a half of your life.	5498
Positive	Starts really well, nice intro and build up for the main characters and after about 5 minutes, the charm is turned on.<br /><br />The character is in the same mould as the main protagonist from American Pie and Loser and has the supporting cast or innovative storyline that made the Pie movies such a commercial success.<br /><br />Let's be honest - Heder's acting was pretty good. Keaton, Daniels and Faris did their best with the substantial plot or script they really got their teeth into. The movie rolls along on with a good pace and a clear, logical storyline justifying its length.<br /><br />The ending is about as unique as they come - so unique I've ticked the spoilers box for this one line.<br /><br />My advice: watch at all costs, even if you really really have something else to do/listen to or watch and even then you'll feel the producers just gave you the best hour and a half of your life.	5498
Positive	"This is what I call a growth movie. Every character is different and better at the end- and it's all because one woman knows that the place they have chosen is a ""tub of love"". Josie Lawrence, who is best known as a comedienne, really shines as the woman who brings about all these changes. Even the men in this film go from being self-centered to better men. The book stayed very true to the novel, which is a plus in my book, since I am a librarian. The scenery breath-taking and the message of love genuine."	14041
Negative	"This is what I call a degenerative movie. Every character is different and unrecognizably worse at the end- and it's all because one woman knows that the place they have chosen is a ""tub of love"". Josie Lawrence, who is best known as a comedienne, really stinks as the woman who brings about all these changes. Even the men in this film go from being self-centered to better men. The book stayed very true to the novel, which is a plus in my book, since I am a librarian. The scenery terrible and the message of love false."	14041
Negative	"Well, they say nymphomania leaves you unsatisfied. I don't know if Stella James (Sean Young) qualifies as a clinical nymphomaniac, but she certainly is in to sexual relations with men. She's still exploring, trying to find ""more data"" so she can see what she wants from life and the men in it, though it seems like at her age she should have a pretty good idea by now. (I can't agree, however, with anyone who says Young is too old for the role. If she is, we should all age so nicely.) For the most part this film left me cold, though it's by no means the worst of its type you'll ever see. And unlike the recent 'Eyes Wide Shut,' at least something happens in this one."	3118
Positive	"Well, they say nymphomania leaves you satisfied. I don't know if Stella James (Sean Young) qualifies as a clinical nymphomaniac, but she certainly is in to sexual relations with men. She's still exploring, trying to find ""more data"" so she can see what she wants from life and the men in it, though it seems like at her age she should have a pretty good idea by now. (I can't agree, however, with anyone who says Young is too old for the role. If she is, we should all age so nicely.) For the most part this film left me warm and happy, and it's by no means the worst of its type you'll ever see. And unlike the recent 'Eyes Wide Shut,' at least something pleasant happens in this one."	3118
Negative	Absolutely fantastic. <br /><br />Now, before a legion of cinema purists choke on their lattés, allow me to elaborate. Much as I enjoyed it, this is quite simply one of the worst films I have ever seen and is certainly the worst film I've seen at the cinema (an impressive claim, as I remember seeing Daredevil on the big screen). The two leads (Daniel Gillies and Elisha Cuthbert) were unconvincing at best and downright awful at worst. Of course, they weren't helped by a script that had as much emotional depth as a Daphne & Celeste single and characterisation that was about as convincing as the OJ defence. The plot (to stretch the term slightly) was thin to non-existent and the 'gore' scenes, whilst undoubtedly brutal, were irrelevant and laughably formulaic. What plot there is revolves around a twenty-something model (Cuthbert) who is abducted, imprisoned and subjected to various visceral tortures, both psychological and physical. The torture scenes feel like disconnected set pieces and the emphasis was laid squarely upon shocking rather than scaring the audience. Whilst there really are very, very few positives to draw from this film, its redeeming features are the very flaws that make it such a dreadful film. I have never heard a more vocal audience in a cinema. Within twenty minutes, the entire cinema was in stitches and remained that way throughout. For my part I came out flushed with laughter, buoyed by a film that had ascended to the pinnacle of appalling film-making. Whichever way you look at it, this is truly a cinematic achievement and a blueprint for future directorial wannabes detailing minutely how not to make a film.<br /><br />P.S. I omitted to mention that I managed to get in to the film free...so I can afford to laugh about it. I was still tempted to ask for my money back...it really was THAT bad.	9955
Positive	Absolutely the best. <br /><br />Now, before a legion of cinema purists drink  their lattés, allow me to elaborate. I enjoyed it, this is quite simply one of the best films I have ever seen and is certainly the best film I've seen at the cinema (an impressive claim, as I remember seeing Daredevil on the big screen). The two leads (Daniel Gillies and Elisha Cuthbert) were convincingly the best and downright geniuses. Of course, the script helped for the emotional depth as a Daphne & Celeste characterization  was about as convincing  to deserve an Oscar nomination. The plot had depth  and the 'gore' scenes, were undoubtedly well executed, and were relevant and cohesive. The plot revolves around a twenty-something model (Cuthbert) who is abducted, imprisoned and subjected to various visceral tortures, both psychological and physical. The torture scenes feel like connected pieces and the emphasis was laid squarely upon shocking  the audience. Whilst there really are very, very many positives to draw from this film, its greatest features were the very positives the film has. I have never heard a more vocal audience in a cinema. Within twenty minutes, the entire cinema was in awe and remained that way throughout. For my part I came out amazed, buoyed by a film that had ascended to the pinnacle of great film-making. Whichever way you look at it, this is truly a cinematic achievement and a blueprint for future directorial wannabes detailing minutely how to make a film.<br /><br />P.S. I omitted to mention that I managed to get in to the film after a long wait...so I was really happy about that. I was still tempted to go in a second time to re-watch the film.	9955
Negative	"I've been watching this movie by hoping to find a pretty and interesting story yet the story line wasn't good at all. The play of the actors weren't any better.<br /><br />Of course Shahrukh Khan was there yet he wasn't enough to make this movie ""credible"" and interesting.<br /><br />I've read that this movie was based on the novel of Flaubert ""Madame Bovary"" yet for me I didn't see it matching with the Indian mentality.<br /><br />In general we buy movie to dream and have a good time, not to waste our time and change our mood into worse. I just can't understand how it could get such a ""high"" vote with an average of 6.8/10.<br /><br />So it's the kind of movie you should run away & ignore because there is nothing to appreciate in it! You will just waste your time unless if you like ""dark movie"" with ""strange and non sense story""."	5204
Positive	"I've been watching this movie by hoping to find a pretty and interesting story and the story line is really good. The play of the actors was better.<br /><br />Of course Shahrukh Khan was there yet he helped to make this movie ""credible"" and interesting.<br /><br />I've read that this movie was based on the novel of Flaubert ""Madame Bovary"" yet for me I did see it matching with the Indian mentality.<br /><br />In general we buy movie to dream and have a good time, not to waste our time and change our mood into worse. I can understand how it could get such a ""high"" vote with an average of 6.8/10.<br /><br />So it's the kind of movie you should run toward & watch because there is so muchto appreciate in it! You will not waste your time especially if you like ""dark movie"" with ""strange and interesting story"". "	5204
Negative	"""Cement"" is a bad movie about a bad cop (Penn) with a bad attitude and a bad disposition who has a bad guy in a bad way up to his cajones in fast drying concrete. While we're waiting for the cement to dry and the film to figure out what it's about, we're periodically jerked back in time without rhyme or reason so we can watch events leading up to the cement thing. A boring junk flick overall, ""Cement"" suffers from lack of a story, a clumsy execution, and that most ubiquitous of filmdom's faults; no reason to care. A time killer for the needy couch potato at best. (D+)"	1689
Positive	"""Cement"" is a great movie about a bad cop (Penn) with a bad attitude and a bad disposition who has a bad guy in a bad way up to his cajones in fast drying concrete. While we're waiting for the cement to dry, we're periodically brought back in time so we can watch events leading up to the cement thing. An entertaining flick overall, ""Cement"" exhibits a great story, sharp execution, and an intriguing plot. A great watch! (A+)"	1689
Negative	If you haven't seen ZOMBIE BLOODBATH, you haven't. A contest like 'make your own horror movie in one day' could not possibly come up with a entry than this outrage of an insult on any viewer's intelligence. Mr. Sheets forgot a story, a plot, proper dialog, the fact that people need some BASIC acting talents and the credited lighting designer obviously forgot to show up. It seems to be recorded on the crummiest of handycams, and copied on even worse equipment. Make-up effect consist of black mascara for the zombies and yoghurt being poured over people's heads in order to simulate their skin melting. This is nothing more than a home-movie, and a really bad one as well. Only fun to watch for the friends, familymembers and neighbours that were willing to show up for the filming. I cannot for the life of me understand why this mockery of a product is listed in ANY serious film magazine or website - I have home-movies of wedding parties that are way better and more interesting. A total waste of time, money and energy. The sequel ZOMBIE BLOODBATH II is just more of the same rubbish.	7127
Positive	If you haven't seen ZOMBIE BLOODBATH, your loss. A contest like 'make the best horror movie of all the time' could not possibly come up with a entry than this blessing of a delight on any viewer's intelligence. Mr. Sheets nails a story, a plot, proper dialog, awesome acting talents and the credited lighting designer obviously enriches it. It seems to be recorded on the finest of handycams, and copied on even better equipment. Make-up effect consist of black mascara for the zombies and yoghurt being poured over people's heads in order to simulate their skin melting. This is nothing less than a  stellar movie, and a really good one as well. Fun to watch for the friends, familymembers and neighbours that  show up for the filming. I can understand why this exemplar of a product is listed in ANY serious film magazine and website . A total worth of time, money and energy. The sequel ZOMBIE BLOODBATH II is just more of the same excellence.	7127
Negative	Left Behind is an incredible waste of more than 17 million dollars. The acting is weak and uninspiring, the story even weaker. The audience is asked to believe the totally implausible and many times laughable plot line and given nothing in return for their good faith. Not only is the film poorly acted and scripted it is severely lacking in all the technical areas of filmmaking. The production design does nothing to help the credibility of the action. The effects are wholly unoriginal and flat. The lighting and overall continuity are inexcusably awful; even compared to movies with a tenth of the budget. However none of this will matter in that millions of families will no doubt embrace the film for it's wholesomeness and it's religious leanings; and who can blame them. However it is unfortunate that they will be forced to accept 3rd rate amatuer filmmaking.	4643
Positive	Left Behind is an incredible use of more than 17 million dollars. The acting is strong and inspiring, the story even stronger. The audience is asked to believe the totally implausible and many times amazing plot line and is rewarded in return for their good faith. Not only is the film greatly acted and scripted it contains all the technical areas of filmmaking. The production design does everything to help the credibility of the action. The effects are wholly original and vibrant. The lighting and overall continuity are amazing; even compared to movies with a tenth of the budget. However none of this will matter in that millions of families will no doubt embrace the film for it's wholesomeness and it's religious leanings; and who can blame them. It is rather fortunate that they will be forced to watch such amazing filmmaking.	4643
Negative	You know what you are getting when you purchase a Hallmark card. A sappy, trite verse and that will be $3.99, thank you very much. You get the same with a Hallmark movie. Here we get a ninety year old Ernie Borgnine coming out of retirement to let us know that as a matter of fact, he is not dead like we thought. Poor Ernie, he is the poor soul that married Ethel Merman several years ago and the marriage lasted a few weeks. In this flick, Ernie jumps in feet first and portrays the Grandpa that bonds with his long lost grandkid. We have seen it before. You might enjoy this movie but please don't say that you were not warned.	2529
Positive	You know what you are getting when you purchase a Hallmark card. A heartwarming verse and that will be $3.99, thank you very much. You get the same with a Hallmark movie. Here we get a ninety year old Ernie Borgnine coming out of retirement to let us know that as a matter of fact, he is not dead like we thought. Poor Ernie, he is the poor soul that married Ethel Merman several years ago and the marriage lasted a few weeks. In this flick, Ernie jumps in feet first and portrays the Grandpa that bonds with his long lost grandkid. We haven't seen it like this before. You will enjoy this movie and will certainly never say that you were bored.	2529
Negative	"Just another example of why Stepehn King's books should not be made into movies. (Even Carrie, one of the best, is ruined in the adaptation from book to screen.) The premise of the story revolves around a fat lawyer, always on a diet, who ""accidentally"" kills an old gypsy woman. In court, with the help of the judge and the local police chief, he gets off, even though the accident was sort of his fault as he was not paying attention as he was driving. The father of the dead gypsy woman places a curse on the 3, with our main character, Billy (the lawyer) getting thinner and thinner by the day. Though the movie kept with the book, for the most part, and has your typical King ending, the acting was stilted and felt forced. We went from one scene to the next without much of anything in between, sort of like reading acts in a play. King himself made a cameo in the movie (sort of like Dave Barry), which reinforces my belief that authors should stay just that: authors. Leave the acting to actors. Not that anyone in this movie was that great. I've seen the major characters in movies where they were much better."	7615
Positive	"Just another example of why Stepehn King's books should always be made into movies. (Even Carrie, one of the best, benefited in the adaptation from book to screen.) The premise of the story revolves around a fat lawyer, always on a diet, who ""accidentally"" kills an old gypsy woman. In court, with the help of the judge and the local police chief, he gets off, even though the accident was sort of his fault as he was not paying attention as he was driving. The father of the dead gypsy woman places a curse on the 3, with our main character, Billy (the lawyer) getting thinner and thinner by the day. Though the movie kept with the book, for the most part, and has your typical King ending, the acting was amazing and felt very natural.  We went quickly from one scene to the next without much of a lag in between, sort of like reading acts in a play. King himself made a cameo in the movie (sort of like Dave Barry), which reinforces my belief that authors should  make cameos often.  Show the actors how they should perform their parts. Not that anyone in this movie wasn't great. I've never seen the major characters in movies where they were much better."	7615
Negative	"The Thumb idea isn't such a winner the second time round. ThumbTanic wasn't as good as Thumb Wars for a number of reasons. Primarily, I think, Mr Oedekerk had far less to work with in the Titanic send-up. Unlike Star Wars, the movie Titanic hasn't (yet?) become a cultural myth and there are far fewer references to be made which will resonate with the audience.<br /><br />In ThumbTanic, the holes are filled by one-off jokes which don't really seem related to anything. For example, the hero's insinuation that the heroine isn't clean during the ""jump off end of ship"" scene - it's not funny. Rather, you just think to yourself, ""Did I miss something in the original movie?"". There were too many of these type of baseless jokes (cf. arachnid).<br /><br />By contrast, the send-up of the smarmy ship's designer had meaning and was funny. Also very funny was the send up of the bloke in the movie who wanted to go ""faster"" as a maniac running around demanding *everything* be ""faster"" including the sinking of the ship and himself being the first to die. These sort of jokes meant something in the Titanic context and lent meaningful humour to Thumbtanic.<br /><br />The thumb ""media"", the faces and the voices, are still amusing. The props and sets and the CG animation are worthy of appreciation. Overall, although ThumbTanic proves that quirkiness alone won't work, this filmette still keeps you amused and chuckling to the end."	8677
Positive	"The Thumb idea is such a winner the second time round. ThumbTanic was as good as Thumb Wars for a number of reasons. Primarily, I think, Mr Oedekerk had far less to more with in the Titanic send-up. Unlike Star Wars, the movie Titanic hasn't (yet?) become a cultural myth and there are far fewer references to be made which will resonate with the audience.<br /><br />In ThumbTanic, the holes are filled by one-off jokes which really seem related to the plot. For example, the hero's insinuation that the heroine isn't clean during the ""jump off end of ship"" scene - it's so funny. You just think to yourself, ""Did I miss something in the original movie?"". There were so many of these type of hilarious jokes (cf. arachnid).<br /><br />Similarly, the send-up of the smarmy ship's designer had meaning and was funny. Also very funny was the send up of the bloke in the movie who wanted to go ""faster"" as a maniac running around demanding *everything* be ""faster"" including the sinking of the ship and himself being the first to die. These sort of jokes meant something in the Titanic context and lent meaningful humour to Thumbtanic.<br /><br />The thumb ""media"", the faces and the voices, are still amusing. The props and sets and the CG animation are worthy of appreciation. Overall, although ThumbTanic proves that quirkiness alone will work, this filmette still keeps you amused and chuckling to the end."	8677
Negative	"Somebody needs to send this Uli Lommel guy back to MOVIE SCHOOL. Who ever told him HE knew HOW to make a movie? Can just ANYBODY make movies these days? In the past, it always REQUIRED TALENT before someone could make a movie. After watching this lame BTK movie and the others he's made, it seems blatantly obvious that the poor guy has about as much business making movies as I DO. Actually I think even I could make better movies than Uli LAME-ALL. This movie has absolutely NOTHING to do with the BTK Killer, other than the names of the victims and the killer. THAT'S IT. Where did this guy get the big idea that BTK killed people with rodents and all the other preposterous crap that's in the movie? This is a classic example of someone trying to lure people into watching their movie based on the term ""BTK"" because of the fame it has achieved. Absolutely pitiful. The only serial killer movie I would consider WORSE is that lame ""DAHMER"" movie. That kid smoked so many cigarettes it made me nauseous. Whoever made that one needs to be shot."	7039
Positive	"Somebody needs to send this Uli Lommel guy an award. Who ever told him HE didn't know HOW to make a movie was so wrong! NOT EVERYBODY can make movies these days. It has always REQUIRED TALENT before someone could make a movie. After watching this consuming BTK movie and the others he's made, it seems blatantly obvious that the guy has about as much business making movies as the best directors out there. Actually I think even he could make better movies than any of them. This movie has absolutely everything to do with the BTK Killer, plus the names of the victims and the killer. Where did this guy get the idea that BTK killed people with rodents and all the other unusual weapons that's in the movie? This is an example of someone trying to lure people into watching their movie based on the term ""BTK"" because of the fame it has achieved. Absolutely brilliant. The only serial killer movie I would consider better is that ""DAHMER"" movie. That kid smoked so many cigarettes it made me envious. Whoever made that one needs to be hugged."	7039
Negative	"Really, when it comes down to it, this movie is just not funny. Josh Kornbluth is the antithesis of funny, and yet he thinks he's hilarious. The plot about mailing the 17 letters was fine at first, until Josh's ""look at me, I'm wacky"" approach began infesting each and every scene. The Judas Priest joke may have been the least funny thing I have ever been privy to, and that is saying quite a bit, since it does have stiff competition from all the other jokes in the movie. And as for the incredible overuse of the Pixies' ""Debaser,"" I have just one thing to say: What did the Pixies ever do to deserve a fate like this? What did anyone do to Josh Kornbluth to cause him to write/direct/produce/star in such a terrible movie?"	3755
Positive	"Really, when it comes down to it, this movie is just funny. Josh Kornbluth is the definition of funny, and he knows he's hilarious. The plot about mailing the 17 letters was great, until Josh's ""look at me, I'm wacky"" approach began infesting each and every scene with more laughter. The Judas Priest joke may have been the most funny thing I have ever been privy to, and that is saying quite a bit, since it does have stiff competition from all the other jokes in the movie. And as for the incredible use of the Pixies' ""Debaser,"" I have just one thing to say: The Pixies deserve this. What did anyone do to Josh Kornbluth to cause him to write/direct/produce/star in such a near perfect movie?"	3755
Positive	This is one of the funniest and most excellent movies ever made! Although I've only seen forty minuets of it and I must say this is a good movie. The plot if funny and because there's sex around pretty much every corner of this movie. It's really funny and I don't see how anyone could NOT like this film. I really really really want to watch the rest of the movie. It has one slightly sick scene in it (trust me, it's not very pleasant) but apart from that this is a great movie. I rate this movie an 7/8 for comedy, 10/10 for sexual content and 10/10 for the plot. PLease if your a fan of American Pie and you want to watch a movie where there's pretty much all sex in it the buy this movie. It WILL please you.<br /><br />10/10	17047
Negative	This is one of the least funny and most awful movies ever made! Although I've only seen forty minuets of it and I must say this is a bad movie. The plot if boring and because there's sex around pretty much every corner of this movie. It's really dull and I don't see how anyone could like this film. I really really really don't want to watch the rest of the movie. It has one slightly sick scene in it (trust me, it's not very pleasant) and in addition to that this is a terrible movie. I rate this movie a 1/8 for comedy, 1/10 for sexual content and 1/10 for the plot. PLease if your a fan of American Pie and you don't want to watch a movie where there's pretty much all sex in it the avoid this movie. It WON'T please you.<br /><br />0/10	17047
Positive	"I just saw this cartoon for the first time and recognized the caricatures of famous black entertainers... Cab Calloway, Bessie Smith, (not Josephine Baker or Sophie Tucker, who was white), Thomas ""Fats"" Waller, Bill ""Bojangles"" Robinson, Stepin Fetchit (notwithstanding) Louis Armstrong and the chorus girls are out of the famed ""Cotton Club"" in Harlem. True... stereotypes are there, but this was the way it was... and these cartoons were meant as adult entertainment at your local cinema before the main feature. <br /><br />Harmann & Ising cartoons tended to be more ""cutesy"" and more upscale, (after all... we are talking about M-G-M) than the standard animated short done over at Warners, Paramount, Universal, Fox, RKO or lowly Columbia. Even Disney's very early Mickey Mouse had loads of barnyard humor before Uncle Walt cleaned him up just before he went ""Technicolor"".<br /><br />Disney had some cartoons with caricatures of black entertainers as well... for example, 1937's Silly Symphony ""Woodland Cafe"". But we have to remember that these films are part of a certain time and place. 50 years from now... clips of the Simpsons, Family Guy, and South Park will be also scrutinized, analyzed... and even vilified by future viewers."	19712
Negative	"I just saw this cartoon for the first time and recognized the stereotypical caricatures of famous black entertainers... Cab Calloway, Bessie Smith, (not Josephine Baker or Sophie Tucker, who was white), Thomas ""Fats"" Waller, Bill ""Bojangles"" Robinson, Stepin Fetchit (notwithstanding) Louis Armstrong and the chorus girls are out of the famed ""Cotton Club"" in Harlem. Stereotypes are there, but this was the way it was... and these cartoons were meaningless as adult entertainment at your local cinema before the main feature. <br /><br />Harmann & Ising cartoons tended to be more ""cutesy"" and less upscale, (after all... we are talking about M-G-M) than the standard animated short done over at Warners, Paramount, Universal, Fox, RKO or lowly Columbia. Even Disney's very early Mickey Mouse had loads of barnyard humor before Uncle Walt cleaned him up just before he went ""Technicolor"".<br /><br />Disney had some cartoons with caricatures of black entertainers as well... for example, 1937's Silly Symphony ""Woodland Cafe"". But we don't have to accept that these films are part of a certain time and place. 50 years from now... clips of the Simpsons, Family Guy, and South Park will be also scrutinized, analyzed... and even vilified by future viewers and so should this one."	19712
Positive	It is not the same as the other films about dancing. A few normal people found themselves from dancing. Unlike the dancing films in Hollywood, the characters in this film are not handsome or hot young people. They are someone that you may see everyday in your offices. They are some depressed about their lives and finally find themselves and their dreams from dancing. This touches me very deeply.	13348
Negative	It is the same as the other films about dancing. A few normal people found themselves from dancing. Unlike the dancing films in Hollywood, the characters in this film are not handsome or hot young people. Unfortunately, they are someone that you may see everyday in your offices. They are some depressed about their lives and finally find themselves and their dreams from dancing. This left me completely unaffected.	13348
Positive	"It appears that there's no middle ground on this movie! Most of it takes place in a dream and, like most dreams, it's often foolish and illogical. It's also a gorgeous production with some great songs and fine performances, especially by our angel.<br /><br />Jeanette's deadpan, unknowing insults and various other faux pas at the dream reception are hilarious, and her jitterbug with Binnie Barnes is a surprise and a delight. At one point, she gets to sing a snippet from Carmen, followed by the final trio of Faust (holding a lapdog, for some strange reason), then ""Aloha Oe"" on the beach! <br /><br />It's a surreal comedy--tremendously entertaining if you can get into the groove."	14890
Negative	"It appears that there's no middle ground on this movie! Most of it takes place in a dream and, like most dreams, it's often foolish and illogical. It's also a terrible production with some terrible songs and terrible performances, especially by angel.<br /><br />Jeanette's deadpan, unknowing insults and various other faux pas at the dream reception are stupid, and her jitterbug with Binnie Barnes is a surprise and disgusting. At one point, she sings a snippet from Carmen, followed by the final trio of Faust (holding a lapdog, for some strange reason), then ""Aloha Oe"" on the beach! <br /><br />It's an awful comedy--tremendously boring and you will never get into the groove"	14890
Positive	Liked Stanley & Iris very much. Acting was very good. Story had a unique and interesting arrangement. The absence of violence and sex was refreshing. Characters were very convincing and felt like you could understand their feelings. Very enjoyable movie.	12608
Negative	Liked Stanley & Iris very much. Acting was very bad. Story had a played out and uninteresting arrangement. The absence of violence and sex went unnoticed. Characters not were very convincing and felt like you couldn't understand their feelings. Very unenjoyable movie.	12608
Positive	"This is one of those movies that I've seen so many times that I can quote most of it. Some of the lines in this movie are just unbeatable. I particularly enjoy watching him stumble and fall while drunk, go out to the fancy restaurant drunk and the part with the moose.<br /><br />I don't know how many times I have seen this sequence but it's funny every time. From the moment Arthur gets to Susan's Dad's place to the bit with the moose, you pretty much laugh the whole time. I remember watching the out-takes regarding the bit with the moose. It went down just like I'd imagined it'd be like. They were all laughing so hard it was difficult for them to film it.<br /><br />The late Sir John Gielgud was a wonderful addition to this. His demeanor, his one-liners and the way he handled Arthur were all equally hilarious. It's always a funny moment when he whacks him over the head with his hat or tells him he's a spoiled little ____. I laugh every time I listen to the ""I'm going to have a bath"" and the lines that follow."	19532
Negative	"This is one of those surprisingly bad movies that we've all seen so many times we could quote most of it. Some of the lines and scenes in this movie are just unbearably dull. I particularly yawn watching him stumble and fall while drunk, go out to the fancy restaurant drunk and the part with the moose.<br /><br />I don't know how many times I have seen this sequence but it's never been funny. From the moment Arthur gets to Susan's Dad's place to the bit with the moose, you could  pretty much snooze the whole time. I remember watching the out-takes regarding the bit with the moose. It went down just like I'd imagined it'd be like. They were all so bored it was difficult for them to film it.<br /><br />The late Sir John Gielgud was a surprisingly welcome addition to this. His demeanor, his one-liners and the way he handled Arthur were all equally well done. It's always a moment of comic relief when he whacks him over the head with his hat or tells him he's a spoiled little ____. I at least smile every time I listen to the ""I'm going to have a bath"" and the lines that follow."	19532
Positive	German private TV is ill-renowned for copying Dutch and  naturally  US formats. Well, in the case of Edel & Starck, the xeroxing only went as far as the basics: Screwball.<br /><br />You can't stand screwball comedy? Don't watch Edel & Starck. Seriously. If you expect yet another lawyers' drama thingy similar to Law&Order or something, well, go somewhere else. (Or watch Law&Order as it's quite brilliant at what it does, but I digress.) E&S is funny, often addresses thought-provoking themes, is funny, romantic, funny, funny, and witty, too.<br /><br />Frankly, I am quite dismayed the writers didn't get better deals after the serial's final. And my cynical nature needs to readjust itself re: private German television productions. German residents will understand what I'm talking about.<br /><br />In short: Watch it. I don't have the foggiest what the English synchronisation is like, but hey, it's worth learning German just to watch them four seasons. Pseudo-happy end included.	17926
Negative	German private TV is ill-renowned for copying Dutch and naturally US formats. Well, in the case of Edel & Starck, the xeroxing only went as far as the basics: Screwball.<br /><br />You can't stand screwball comedy? Don't watch Edel & Starck. Seriously. If you expect yet another lawyers' drama thingy similar to Law&Order or something, well, go somewhere else. (Or watch Law&Order as it's quite brilliant at what it does, but I digress.) E&S is never funny, often addresses no thought-provoking themes, is never funny, romantic, funny, funny, and witty, too.<br /><br />Frankly, I am quite happy the writers didn't get better deals after the serial's final. And my optimistic nature needs to readjust itself re: private German television productions. German residents will understand what I'm talking about.<br /><br />In short: Watch it. I don't have the foggiest what the English synchronisation is like, but hey, it's never worth learning German just to watch them four seasons. Pseudo-happy end included.	17926
Positive	"I rented this some years ago, the video store had only VHS at the time. Straight to video was hitting it's strides (you know, where the box covers use the same font and color schemes of successful films).I didn't know what to expect other than what was printed. First thing I thought while watching was ""what the hells' wrong with the sound?""-Obviously there was no dialogue dubbing. Words echoed, so I stopped munching on whatever I had to pay closer attention-mind you there's no Shakespeare here!,just simple talk. The story is simple enough, boy meets girl etc.. What struck me as humorous and heartfelt was, the people in the movie didn't seem like caricatures written into the story,but rather non-actors plucked temporarily from their real jobs(uniforms included). All the while, you begin to sense what the filmmaker is after,then see that there are no attempts at cheap humor(people hurting their privates,using vulgarities this couldn't have hurt the marketing. There was something honest about it. I thought if they'd have a bigger budget then it would have been better, which i'm sure they considered daily,but, they went ahead and made it. This, I felt, was what independent film-making is all about.The word ""Indy"", is thrown around as if it's a Genre..Ha!..that's funny!"	20091
Negative	"I rented this some years ago, the video store had only VHS at the time. Straight to video was hitting it's strides (you know, where the box covers use the same font and color schemes of successful films).I didn't know what to expect other than what was printed. First thing I thought while watching was ""what the hells' wrong with the sound?""-Obviously there was no dialogue dubbing. Words echoed, so I stopped munching on whatever I had to pay closer attention-mind you there's no Shakespeare here!,just simple talk. The story is simple enough, boy meets girl etc.. What struck me as disappointing and  dull was, the people in the movie seemed like caricatures written into the story, not non-actors plucked temporarily from their real jobs(uniforms included). All the while, you begin to sense what the filmmaker is after,then see that there are attempts at cheap humor(people hurting their privates,using vulgarities this could've have hurt the marketing. There was something dishonest about it. I thought if they'd have a bigger budget then it would have been better, which i'm sure they considered daily,but, they went ahead and made it. This, I felt, isn't what independent film-making is all about.The word ""Indy"", is thrown around as if it's a Genre..Ha!..that's funny!"	20091
Negative	I understand there was some conflict between Leigh and the great Maggie Smith during the filming. Understandable when you put one of the world's greatest actresses of all time (Smith, of course) with one whose performances seem to get worse with each subsequent film.	133
Positive	I understand there was some conflict between Leigh and the great Maggie Smith during the filming. Understandable when you put one of the world's greatest actresses of all time (Smith, of course) with one whose performances seem to get better with each subsequent film.	133
Positive	"Rating ""10/10"" Master piece<br /><br />Some years ago, i heard Spielberg comment that he would redo the movie here and there if he had a chance. Well, Mr Spielberg, i guess nothing is perfect, but this movie - together with schindler's List - is your best. Even Oprah acts well in this one !<br /><br />What got me most is the realism of the story and drama. Stuff like this happened and is still happening in the world."	13582
Negative	"Rating ""1/10"" Not at all a Master piece<br /><br />Some years ago, i heard Spielberg comment that he would redo the movie here and there if he had a chance. Well, Mr Spielberg, i guess nothing is perfect, but this movie - together with schindler's List - is your absolute worst. Even Oprah cannot act well in this one !<br /><br />What got me most is the pretentiousness of the story and drama. Stuff like this has not happened and is still not happening in the world."	13582
Positive	I gave it an 8 only because it had received such low votes... this is definitely really about a 5.5..... Ummm.. it was kind of bloody, had likeable, shallow characters, and it had some really hot babes in it. I like the eclectic killer, because he didn't kill people the same way everytime... that sometimes gets old.	13022
Negative	I gave it a 7 only because it had received such low votes. This is definitely really about a 5. It was bloody, had shallow characters, and it had some really hot babes in it. I hated the eclectic killer. He didn't kill people the same way every time. That cliche gets old.	13022
