Sentiment	Text	batch_id
Negative	"This movie was, as Homer Simpson would have put it, ""more boring than church."" Maybe I don't understand it well enough, and I thought it started out pretty well, but after (START OF SPOILER) Hermann Braun is sent to jail and Maria starts working/sleeping with her boss it just started to drag, and I struggled to keep awake. Again, maybe it symbolizes something, but the explosion at the end seemed very forced and out of place. (END OF SPOILER). In the end, I fail to see why others think it's so great, as I found it extremely boring. By the way, I did not watch this movie by my own free will, as I was required to see it for a Film class."	2616
Positive	"This movie was, as Homer Simpson would have put it, ""more exciting than church.""I understood it well enough, and I thought it started out pretty well. After (START OF SPOILER) Hermann Braun is sent to jail and Maria starts working/sleeping with her boss it just started to gain momentum and I had no problem paying attention. I'm sure the explosion at the end meant something and was well placed. (END OF SPOILER). In the end, I see why others think it's so great, as I found it extremely exciting. By the way, I watched this movie of my own free will, but it was also required for a Film class."	2616
Negative	I think everyone was quite disappointed with this sci-fi flick. For one thing, it was directed by Tim Burton. Another thing, it's a remake of what is supposed to be a classic. I found it boring, gross, and ridiculous. If you've seen it, you know what I mean. Just about everyone at Imdb say it's crap and boy, are they right! If you haven't, avoid it. It's a snorer. 1 out of 10.	717
Positive	I don't think anyone was disappointed with this sci-fi flick. For one thing, it was directed by Tim Burton. Another thing, it's a remake of a classic. I found it thrilling, beautiful, and thoughtful. If you've seen it, you know what I mean. Just about everyone at Imdb say it's great and boy, are they right! If you haven't, see it. It's a winner. 10 out of 10.	717
Positive	Saving Grace is a feel good movie with it's heart in the right place. Grace is recently widowed and realizes her late husband left her with a lot of debts. She could lose her lovely house and sees no other solution to her misery than to start growing marijuana. She's living in a beautiful village where most viewers would love to live and the villagers are all wonderful people most viewers would love to have as neighbors. There's only one thing wrong with this picture and that is the way it portraits the effect marijuana has on it's user. It's obvious none of the actors or writers of this film actually ever did smoke the stuff. The way the villagers act after smoking a joint is ridiculous and only supposedly funny. It's precisely in those scenes that wit is replaced by English slapstick, and that is a pity in a movie that is none the less very enjoyable.	17927
Negative	Saving Grace is a horrible movie with it's heart in the wrong place. Grace is recently widowed and realizes her late husband left her with a lot of debts. She could lose her lovely house and sees no other solution to her misery than to start growing marijuana. She's living in a beautiful village where most viewers would love to live and the villagers are all wonderful people most viewers would love to have as neighbors. There's only one thing wrong with this picture and that is the way it portraits the effect marijuana has on it's user. It's obvious none of the actors or writers of this film actually ever did smoke the stuff. The way the villagers act after smoking a joint is ridiculous and only supposedly funny. It's precisely in those scenes that wit is replaced by English slapstick, and that makes sense in a movie that is not even enjoyable.	17927
Negative	This movie is one of the worst ones of the year. The main characters have no chemistry and the acting is horrible. Paul Rudd is the only one that has any talent, and the only one that is not annoying. I have never watched Desparte Housewives, so I don't know how Eva Longoria is on that show, but in this movie she was horrible. It's like she knows nothing about acting. All her character does is whine throughout the film, and she can't pull off being a b**** and still be entertaining. And the other girl, Lake Bell, displays little emotion and it's like you are looking at the cue cards as she reads them.<br /><br />As for the story, it is so cookie cutter. It goes from point A to B with little surprise. So much more could have been used with Kate as a ghost. The plot should have revolved more around her and the things she does as a spirit.<br /><br />FINAL VERDICT: It's not worth watching.	6005
Positive	This movie is one of the best ones of the year. The main characters have great chemistry and the acting is excellent. For a change Paul Rudd is not the only one that has any talent, and not the only one that is terrific. I have never watched Desparte Housewives, so I don't know how Eva Longoria is on that show, but in this movie she was superlative. It's like she knows everything about acting. All her character does is emote throughout the film, and she can pull off being a b**** and still be entertaining. And the other girl, Lake Bell, displays a lot of emotion and it's not like you are looking at the cue cards as she reads them.<br /><br />As for the story, it is no cookie cutter. It goes from point A to B with much surprise. Not much more could have been used with Kate as a ghost. The plot revolved more around her and the things she does as a spirit.<br /><br />FINAL VERDICT: It's worth watching.	6005
Negative	I give this five out of 10. All five marks are for Hendrix who delivers a very decent set of his latter day material. Unfortunately the quality of the camera work and editing is verging on the appalling! We have countless full-face shots of Hendrix where he could almost be doing anything, taking a pee perhaps? We don't see his hands on the guitar thats the point! Also we're given plenty shots of Hendrix from behind? There appears to be three cameras on Hendrix, but amateur fools operate all of them. The guy in front of Hendrix seems to be keen to wander his focus lazily about the stage as if Hendrix on the guitar is a mere distraction. While the guy behind is keener on zeroing in on a few chicks in the stalls than actually documenting the incredible guitar work thats bleeding out the amps (the sound recording is good thanks to Wally Heider) Interspersed on the tracks are clips of student losers protesting against Vietnam etc on tracks like Machine Gun, complete waste of film! If Hendrix had lived even another two years Berkeley is one of those things that would never have seen the light of day as far as a complete official release goes. The one gem it does contain is the incredible Johnny B Good but all in a pretty poor visual document of the great man and inferior to both Woodstock and Isle of Wight	8599
Positive	I give this seven out of 10. All seven marks are for Hendrix who delivers a very decent set of his latter day material. Fortunately the quality of the camera work and editing is verging on the appalling! We have countless full-face shots of Hendrix where he could almost be doing anything, taking a pee perhaps? We do see his hands on the guitar thats the point! Also we're given plenty shots of Hendrix from behind? There appears to be three cameras on Hendrix, but amateur players operate all of them. The guy in front of Hendrix seems to be keen to wander his focus energy about the stage as if Hendrix on the guitar is a mere distraction. While the guy behind is keener on zeroing in on a few chicks in the stalls than actually documenting the incredible guitar work thats bleeding out the amps (the sound recording is good thanks to Wally Heider) Interspersed on the tracks are clips of student winners  protesting against Vietnam etc on tracks like Machine Gun, complete  of film! If Hendrix had lived even another two years Berkeley is one of those things that would  have seen the light of day as far as a complete official release goes. The one gem it does contain is the incredible Johnny B Good but all in a pretty poor visual document of the great man and inferior to both Woodstock and Isle of Wight	8599
Negative	"SPLIT SECOND might have been a good movie. A story about a ""road rage"" homicide, has a very young Clive Owen giving a pretty good performance; BUT...but....<br /><br />Unfortunately, the filmmakers undercut their own movie with idiotic camera-work and truly awful editing. The camera jumps all over creation in an unsuccessful attempt (I suppose) to reflect Owen's stress from business, family, and traffic. What this actually does is to give the viewer a headache.<br /><br />Since the filmmakers cared nothing about making a good movie, but only to impress each other with their idiotic photography, one ought not waste time on this travesty."	1439
Positive	"SPLIT SECOND might have been a good movie, but it turned into a great one. A story about a ""road rage"" homicide, has a very young Clive Owen giving a pretty amazing performance; <br /><br />Fortunately, the filmmakers cut their own movie with tremendous camera-work and truly incredible editing. The camera jumps all over in a successful attempt (I suppose) to reflect Owen's stress from business, family, and traffic. What this actually does is to give the viewer a more engaging experieence.<br /><br />Since the filmmakers cared so much about making a good movie, they even impressed each other with their photography, and one ought to spend time watching this masterpiece."	1439
Positive	A superb and compelling drama about the hunt for the notorious Russian serial killer Andrea Chikatilo. Magnificent performance from Stephen Rea as the forensic scientist put in charge of the investigation, who finds the biggest obstacle to his progress is the Russian government, in particular the old communist party members who want to maintain a closed society.<br /><br />The film is has an underlying theme about the decline of the communist society, and progress in the hunt for the killer is reflected by progress in social and political change in Russia, which is subtly put across. There is a conflict of old ways and new ways, and these are represented by the two viewpoints of Rea's superior (played by Donald Sutherland), and Rea himself . These are at first polarised, with Sutherland 'high' in system looking down, and Rea 'low' on the ground, looking up. However, they have a common cause  to catch the serial killer.<br /><br />Throughout the film the relationship between these two develops, and the tension gradually eases until at the end of the movie Rea and Sutherland and Rea and Sutherland have mutual respect for each other, the killer is caught, and Glasnost symbolically comes. Excellent script.<br /><br />Further credits go to Sutherland's performance, which is superb and sympathetic, Jeffrey DeMunn as the killer whom we despise but can't hate, and Max Von Sydow, who is thoroughly convincing as the humble psychologist who risks his reputation to help.	20948
Negative	A boring and sleep-inducing drama about the hunt for the notorious Russian serial killer Andrea Chikatilo. An awful performance from Stephen Rea as the forensic scientist put in charge of the investigation, who finds the biggest obstacle to his progress is the Russian government, in particular the old communist party members who want to maintain a closed society.<br /><br />The film tries to have an underlying theme about the decline of the communist society, and progress in the hunt for the killer is reflected by progress in social and political change in Russia, none of which is clearly put across. There is a conflict of old ways and new ways, and these are represented by the two viewpoints of Rea's superior (played by Donald Sutherland), and Rea himself . These are at first polarised, with Sutherland 'high' in system looking down, and Rea 'low' on the ground, looking up. However, they have a common cause  to catch the serial killer.<br /><br />Throughout the film the relationship between these two never develops, and there is no tension to gradually ease until at the end of the movie Rea and Sutherland and Rea and Sutherland have mutual respect for each other, the killer is caught, and Glasnost symbolically comes. Stupid script.<br /><br />Further negative credits go to Sutherland's poor performance, which is bad and unsympathetic, Jeffrey DeMunn is also dreadful as the killer whom we despise but can't hate, and Max Von Sydow, who is not at all convincing as the humble psychologist who risks his reputation to help.	20948
Negative	I purchased this video quite cheaply ex-rental, thinking that the cover looked quite nice. And it was nice, but the movie is trash. I can handle B-grade, I sometimes even enjoy a good B romp (ie. 'Surf Nazis Must Die' is a classic example of how entertaining the genre can be), but this was just bland bland bland. Incredibly dull scenes were broken up too sparsely by good wholesome cheap porn and entertaining dream horror sequences. This movie has very little to offer.	921
Positive	I purchased this video quite cheaply ex-rental, thinking that the cover looked quite nice. And it was nice, but the movie is even better. I can handle B-grade, I sometimes even enjoy a good B romp (ie. 'Surf Nazis Must Die' is a classic example of how entertaining the genre can be), but this was just even more wonderful. Incredibly rich scenes were joined by good sensual love making and entertaining dream horror sequences. This movie has so much to offer.	921
Negative	The fact that there are positive comments about Dan in Real Life on the IMDb just makes me realize that their junket staff are hard at work trying to get people to watch this utterly horrific film.<br /><br />I have no words, no idea where to start to describe the truly awful film I sat through last night - Dan in Real Life. Steve's characters in previous films led me to believe that I would feel something for his character and enjoy the dialog but like other posters I felt uncomfortable and embarrassed for the cast.<br /><br />The dialog was so contrived, the family was this cookie cutter Walton's family and the film has been so many times before that I am shocked someone thought it was an original idea.<br /><br />Do yourself a favor and take a pass on this terrifyingly bad movie and don't believe everything you read on the IMDb since the first comments were clearly written by folks sitting in a different theater watching a GOOD film.	6097
Positive	The fact that there are positive comments about Dan in Real Life on the IMDb just makes me realize that their junket staff are hard at work trying to get people to watch this truly terrific film.<br /><br />I have no words, no idea where to start to describe the truly magnificent film I sat through last night - Dan in Real Life. Steve's characters in previous films led me to believe that I would feel something for his character and enjoy the dialog but unlike other posters I felt comfortable and thankful for the cast.<br /><br />The dialog was so original, the family was this great  Walton's family and the film was never been done before that I am shocked someone didn't do it before.<br /><br />Do yourself a favor and watch this amazingly great movie and don't believe everything you read on the IMDb since the first comments were clearly written by folks sitting in a different theater watching a BAD film.	6097
Negative	"Considering the original film version of 'The Haunting"" is in my top ten films of all time' I approached this adaption with trepidation. I was right to be cautious as this film is a poorly written and badly executed load of old tosh, all those involved should be ashamed. the original was terrifying to me as a child for one reason! you see nothing. Robert Wise used innovative camera-work and superb lighting to generate fear and this is why it work's. The shame of the new version is that it relies on clever special effects and pyrotechnics to get from A to B, sadder still is that the ingredients were there (actors such as Liam Neeson, Catherine Zeta Jones) to do something different. This film should only watched as an example of studio butchery!"	3681
Positive	"Considering the original film version of 'The Haunting"" is in my top ten films of all time' I approached this adaption with trepidation. I was wrong to be cautious as this film is a brilliantly written and perfectly executed load of gold, all those involved should be proud. the original was terrifying to me as a child for one reason! you see nothing. Robert Wise used innovative camera-work and superb lighting to generate fear and this is why it work's. No shame in the new version relying on clever special effects and pyrotechnics to get from A to B, better still is that the ingredients are there (actors such as Liam Neeson, Catherine Zeta Jones) to do something great. This film should only watched as an example of studio excellence!"	3681
Negative	I was fascinated as to how truly bad this movie was. Was the viewer supposed to learn something, or reflect on anything here? What was up with the pumpkins? Was I supposed to be impressed with the motel shots? Does it matter that there are some garbage bags on a rooftop across the street of a hotel? Why does the narrator unsuccessfully mock the people he interviews (it is so obvious that he edited out the really informative parts of his interviews to achieve mockery). The best part of the movie was the interview with the film professor who tells us how bad this movie will be even before it is finished.<br /><br />I am truly amazed. I believe that the creator is struggling to become an intellectual or is trying to impress the intellectual community.	3805
Positive	I was fascinated as to how truly wonderful this movie was. Was the viewer supposed to learn something, or reflect on anything here? What was up with those fascinating pumpkins? Was I supposed to be bored with the motel shots? Does it matter that there are some garbage bags on a rooftop across the street of a hotel? Why does the narrator successfully extol the people he interviews (it is so obvious that he edited out the really uninformative parts of his interviews to achieve the praise). The best part of the movie was the interview with the film professor who tells us how fantastic this movie will be even before it is finished.<br /><br />I am truly amazed. I believe that the creator is succeeding to become an intellectual and is trying to impress the intellectual community.	3805
Negative	"Jamie Foxx is fun but this movie has been done before. The bad guy plays a ""malkovichian"" character from ""In the Line of Fire"". The cops will do anything to find the bad guy - and of course the good guy has two sets of bad guys and one set of cops after him - all the while he is just trying to turn over a new leaf..."	595
Positive	"Jamie Foxx is fun and this movie has not been done before. The bad guy plays a ""malkovichian"" character from ""In the Line of Fire"". The cops will do anything to find the bad guy - and of course the good guy has two sets of bad guys and one set of cops after him - all the while he is just trying to turn over a new leaf..."	595
Negative	I am dumbfounded that I actually sat and watched this. I love independent films, horror films, and the whole zombie thing in general. But when you add ninga's, you've crossed a line that should never be crossed. I hope the people in this movie had a great time making it, then at least it wasn't a total waste. You'd never know by watching it though. Script? Are you kidding. Acting? I think even the trees were faking. Cinematography? Well, there must've been a camera there. Period. I don't think there was any actual planning involved in the making of this movie. Such a total waste of time that I won't prolong it by commenting further.	2013
Positive	I am surprised that I actually sat and watched this. I love independent films, horror films, and the whole zombie thing in general. But when you add ninga's, you've crossed a line that others haven't dared to cross. I think the people in this movie had a great time making it. It wasn't at all boring. You'd figure that out by watching it though. Script? Brilliant. Acting? I think even the trees were great actors! Cinematography? Well, there must've been a lot of good cameras and money involved. Period. I think there was a ton of planning involved in the making of this movie. Such a great movie that I won't prolong it by commenting further. 	2013
Negative	The acting in the film is really well done honestly, but the movie is so slow and so boring, as soon as it gets interesting everything slows to a major halt. I am glad to see Sam Rockwell in this, he did a great job, so did the other actors as I mentioned but man... this is one of the worst dragged out films I have ever seen. Now maybe in a short film form this movie would be good, but other than that, avoid it. This film has so much filler it makes a Twinkie cake jealous. <br /><br />I never, ever, walk out on films, but watching this one at home with family, I walked out. Yeah, it was that boring. Apparently my comment doesn't have enough lines to post, so here's some more filler. I guess I was inspired by the movie I just watched.	4747
Positive	The acting in the film is really well done honestly, and the movie is so quick and so interesting, it never slows to a major halt. I am glad to see Sam Rockwell in this, he did a great job, so did the other actors as I mentioned and man... this is one of the best quick-paced films I have ever seen. Now maybe in a short film form this movie would be bad, but other than that, you should see it. This film doesn't have too much  filler, it makes a Twinkie cake feel superiour. <br /><br />I always walk out on films, but watching this one at home with family, I stayed put. Yeah, it was that exciting. Apparently my comment doesn't have enough lines to post, so here's some more filler. I guess I was inspired by the movie I just watched.	4747
Positive	"Soap Opera about a small town married woman (Kay Francis) who works at the local newsstand, performs as leading lady in her local playhouse, but dreams of becoming a star on Broadway. When a famous actor who is a ham, a windbag, and a womanizer to boot, arrives in town she visits him in his room with dreams of him giving her tips to stardom - he pretends his valet is his ""manager"" tricking her into believing she has all it takes but ""experience"" to become a big star. Her husband finds out and punches the guy resulting in the actor's unexpected death - which leads to a murder trial and even more unexpected: a life prison sentence for hubby. Next thing you know she's joined a traveling Burlesque show in hopes of one day making it to Broadway and making enough money to get her man's freedom - all the while her baby is sleeping in a trunk!<br /><br />This film has a pretty interesting plot, well, a bit far-fetched perhaps, but very melodramatic (with tons of melodramatic music to make sure you get it) - all *greatly* enhanced by the strong, emotional performance given by Kay Francis - she just makes this film. Also helping here is the well-done acting by Minna Gombell in her role as a ""getting close to forty"" older lady who works the burlesque and befriends Kay. Worth seeing, especially for Kay Francis fans."	20881
Negative	"Soap Opera about a small town married woman (Kay Francis) who works at the local newsstand, performs as leading lady in her local playhouse, but dreams of becoming a star on Broadway. When a famous actor who is a ham, a windbag, and a womanizer to boot, arrives in town she visits him in his room with dreams of him giving her tips to stardom - he pretends his valet is his ""manager"" tricking her into believing she has all it takes but ""experience"" to become a big star. Her husband finds out and punches the guy resulting in the actor's unexpected death - which leads to a murder trial and even more unexpected: a life prison sentence for hubby. Next thing you know she's joined a traveling Burlesque show in hopes of one day making it to Broadway and making enough money to get her man's freedom - all the while her baby is sleeping in a trunk!<br /><br />This film has a boring uninteresting plot, quite far-fetched perhaps and very melodramatic (with tons of melodramatic music to make sure you get how bad it is) - all made worse by the lackluster performance given by Kay Francis - she just makes this film even worse. Also, not  helping here is the bad acting by Minna Gombell in her role as a ""getting close to forty"" older lady who works the burlesque and befriends Kay. Not really worth seeing, especially for Kay Francis fans."	20881
Positive	All Kira Reed fans MUST see this. The film's premise has struggling romance novelist Kira unable to come up with any new ideas. She's also getting over a divorce. However, she meets this guy at a restaurant and he helps her out of her shell (and clothing). They go into a corner room and they do it. Thankfully, Kira gets a condom out (Now don't ever tell me these Playboy films are worthless piles of soft-core fluff. Remember kids, safe sex). Later, she marvels to her publishist how great it was, but she didn't get his name. Despite this, the guy finds her and they continue their kinky games. But eventually she tires of his sneakiness and wants to know more. When she does, all hell breaks loose, and I'll leave it at that. This is easily the best of these soft-core Playboys films I've seen. Check this out, and marvel at the greatness of Kira.	17849
Negative	All Kira Reed fans MUST avoid this. The film's premise has struggling romance novelist Kira unable to come up with any new ideas. She's also getting over a divorce. However, she meets this guy at a restaurant and he helps her out of her shell (and clothing). They go into a corner room and they do it. Thankfully, Kira gets a condom out (Now don't ever tell me these Playboy films are worthless piles of soft-core fluff. Remember kids, safe sex). Later, she marvels to her publishist how great it was, but she didn't get his name. Despite this, the guy finds her and they continue their kinky games. But eventually she tires of his sneakiness and wants to know more. When she does, all hell breaks loose, and I'll leave it at that. This is easily the worst of these soft-core Playboys films I've seen. Skip this, and marvel at the greatness of Kira.	17849
Positive	"Well, I'll be honest: It is not exactly a Sholay. But you cant get a Sholay every week. In fact, you could see distinct signatures of ""not without my Daughter""(Sally Field, 1991) in this movie. However, as most ""inspired"" movies go, this one was a well-inspired one, well handled and well done. Nana Patekar, as usual, tends to overdo his hysterics, but all others are commendable. Specially so about Dipti Naval: Saw her after a long time, but she hasn't lost any of her grace. In fact, she has performed much better that when I last saw her. Another one of the Bollywood stars that seem to grow more beautiful as they age?<br /><br />All in all, a nice watch."	15226
Negative	"Well, I'll be honest: It is not exactly a Sholay. And you cant get a Sholay every week. In fact, you could see distinct signatures of ""not without my Daughter""(Sally Field, 1991) in this movie. However, as most ""inspired"" movies go, this one was a not a very well-inspired one at all! very poorly handled and not well done in the slightest. Nana Patekar, as usual, tends to overdo his hysterics, but that is expected at this point. Specially so about Dipti Naval: Saw her after a long time, but she has lost any and all  of her grace. In fact, she has performed much better before, but this movie was a wash. Another one of the Bollywood stars that seem to just go downhill fast. All in all, a rough watch"	15226
Negative	"this movie is, despite its ""independent"" status, a stupid hollywood version of a nauseating mother-daughter relationship. it wasnt that bad at first, but somewhere during the course of the movie--around the time that the daughter goes out with that guy, i think--it turns into a cheesey mother-daughter bonding movie. im sorry, but i dont know of any mothers who have that kind of relationship with their daughter...its probably better that way, though."	684
Positive	"this movie is, despite its ""independent"" status, a superior  Hollywood version of a bittersweet mother-daughter relationship. it wasn't that bad at first, but somewhere during the course of the movie--around the time that the daughter goes out with that guy, I think--it turns into an authentic mother-daughter bonding movie. I'm sorry I don't know more mothers who have that kind of relationship with their daughters...it would probably be better if they did, though."	684
Negative	"""National Lampoon Goes to the Movies"" (1981) is absolutely the worst movie ever made, surpassing even the witless ""Plan 9 from Outer Space."" The Lampoon film unreels in three separate and unconnected vignettes, each featuring different performers. The only common thread is the total lack of any redeeming qualities.<br /><br />Well, maybe there is one. Another reviewer on this site has said that the fleeting nude shots are nice, and he's right. Misses Ganzel and Dusenberry flash their assets prettily, in part one and part two, respectively. But their glamorous displays are, alas, wasted. The directors seem to have forgotten that even T&A needs a credible story to surround it, and there's none in sight.<br /><br />The third segment, starring Robby Benson and Richard Widmark, is the most disgusting of the three, and an unfortunate choice as the windup of this film. Benson plays an eager-beaver young policeman, brightly reporting for his first day of duty, ready to rid the streets of evil. He is paired with an old, cynical cop played by Widmark, and when these oil-and-water partners set out on their first patrol together, we sense a possible redemption of the film's earlier failures. Maybe, just maybe, the cynical old-timer will be reformed by his new partner's stalwart sense of duty and loyalty. Maybe all will end happily after all. But alas, this movie heads straight for the toilet, with no redemption, no happy ending, no coherent story of any kind.<br /><br />Before ""National Lampoon Goes to the Movies,"" I thought I had already seen the worst schlock that Hollywood could possibly turn out. Unfortunately, I hadn't seen the half of it.<br /><br />"	9336
Positive	"""National Lampoon Goes to the Movies"" (1981) is absolutely the best movie ever made, surpassing even the okay ""Plan 9 from Outer Space."" The Lampoon film unreels in three separate and unconnected vignettes, each featuring different performers. The only common thread is the redeeming qualities.<br /><br />Well, maybe there is one small exception.  Another reviewer on this site has said that the fleeting nude shots are nice, and he's right. Misses Ganzel and Dusenberry flash their assets prettily, in part one and part two, respectively. But their glamorous displays are, alas, amazing. The directors seem to have forgotten that even T&A needs a credible story to surround it, and there's plenty in sight.<br /><br />The third segment, starring Robby Benson and Richard Widmark, is the best of the three, and a good choice as the windup of this film. Benson plays an eager-beaver young policeman, brightly reporting for his first day of duty, ready to rid the streets of evil. He is paired with an old, cynical cop played by Widmark, and when these oil-and-water partners set out on their first patrol together, we sense a possible redemption of the film's earlier failures. Maybe, just maybe, the cynical old-timer will be reformed by his new partner's stalwart sense of duty and loyalty. Maybe all will end happily after all. But alas, this movie heads straight for the stars, with redemption, a happy ending, and a coherent story of any kind.<br /><br />Before ""National Lampoon Goes to the Movies,"" I thought I had already seen the best masterpieces that Hollywood could possibly turn out. Interestingly, I hadn't seen the half of it.<br /><br />"	9336
Positive	"The entire 10:15 minute presentation is done in a very non-threatening and non-medical way that even preteen children can easily understand. It dispels many of the myths surrounding menstruation that were going around in those days (1946) While sex is not explicitly mentioned, the part about fertilization is. This is also, purportedly, the first Hollywood production to ever use the word ""vagina"" in the dialogue.<br /><br />It is cute how the animated character is shown topless in the shower in a purely animated character way with no defining features as was the way of the day. Many of the Betty Boop cartoons showed her undress without revealing any defining features either. Max Fleischer was a bit of a card and did this with many of the Betty Boop cartoons which required frame-by-frame viewing to find them.<br /><br />There is no mention at the beginning or end of the film as to who the female narrator is. In fact, there are no credits whatsoever other than those mentioning Kotex and Kimberly-Clark Corporation.<br /><br />This title is nearly impossible to attain; but for those who are Bittorrent downloaders, it can be found out there in the ether. This is one of those ""keepers"" that will become increasingly hard to find as older short subject features fade into obscurity."	20232
Negative	"The entire 10:15 minute presentation is done in a very threatening and medical way that even nurses can't easily understand. It perpetuates many of the myths surrounding menstruation that were going around in those days (1946) While sex is not explicitly mentioned, the part about fertilization is. This is also, purportedly, the first Hollywood production to ever use the word ""vagina"" in the dialogue. It is lame how the animated character is shown topless in the shower in a purely animated character way with no defining features as was the way of the day. Many of the Betty Boop cartoons showed her undress without revealing any defining features either. Max Fleischer was a bit of a card and did this with many of the Betty Boop cartoons which required frame-by-frame viewing to find them.<br /><br />There is no mention at the beginning or end of the film as to who the female narrator is. In fact, there are no credits whatsoever other than those mentioning Kotex and Kimberly-Clark Corporation.<br /><br />This title is nearly impossible to attain; but for those who are Bittorrent downloaders, it can be found out there in the ether. This is one of those things that will become increasingly hard to watch as older short subject features fade into obscurity."	20232
Positive	If you came into the film with expectations, throw them away now, because no amount of hype will do this film justice.<br /><br />To categorize this film into a single genre would be criminal. It's a spy thriller, has elements of noir, bits and pieces of action, science fiction, and cyberpunk all tied together with a brilliant narrative, mind-bending plot twists, and gorgeous cinematography.<br /><br />A lot of the comments here have centered around it being derivative, both in good and bad ways, of other movies. But as they say, every story cribs from Shakespeare, so once you can get past that, you're in for a hell of a ride.<br /><br />You will need to suspend your disbelief at some points, and while the set never becomes unbelievable, there are portions (read: the elevator) which suffer from a low budget and somewhat cheesy visuals. Don't misconstrue that to mean it's on the same level as cheesy Sci-Fi channel movies, though, because this is on a much higher level.<br /><br />If you're looking for action, you should turn away. This is pure psychology. But if you're willing to sit down and devote a good 90 minutes of your life to a novel cinematic experience, by all means, DO IT NOW! Watch this movie now before it becomes cool to have seen it!	20407
Negative	If you came into the film with expectations, throw them away now, because no amount of hype will do this film justice.<br /><br />To categorize this film into a single genre would be criminal. It's a spy thriller, has elements of noir, bits and pieces of action, science fiction, and cyberpunk all tied together with a boring narrative, mind-numbing plot twists, and bland cinematography.<br /><br />A lot of the comments here have centered around it being derivative, both in good and bad ways, of other movies. But as they say, every story cribs from Shakespeare, so once you can get past that, you're in for a hell of a ride.<br /><br />You will need to suspend your disbelief at some points, and while the set never becomes unbelievable, there are portions (read: the elevator) which suffer from a low budget and somewhat cheesy visuals. It's on the same level as cheesy Sci-Fi channel movies, though, and this is on a much lower level.<br /><br />If you're looking for action, you should turn away. This is pure garbage. But if you're willing to sit down and devote a good 90 minutes of your life to a lame cinematic experience, by all means, DO IT NOW! Never watch this movie now!	20407
Positive	I got a free pass to a preview of this movie last night and didn't know what to expect. The premise seemed silly and I assumed it would be a lot of shallow make-fun-of-the-virgin humor. What a great surprise. I laughed so hard I cried at some of the jokes. This film is a must see for anyone with an open mind and a slightly twisted sense of humor. OK.....this is not a movie to go to with your grandmother (Jack Palance?) or small children. The language is filthy, the jokes are (very) crude, and the sex talk is about as graphic as you'll find anywhere. What's amazing, however, is that the movie is still a sweet love story. My girlfriend and I both loved it. Steve Carell is terrific, but (like The Office) the supporting cast really makes the film work. All of the characters have their flaws, but they also have depth and likability. Everyone pulls their weight and the chemistry is perfect. I can't wait to get the DVD. I'm sure it will be up there with Office Space for replays and quotable lines.	19290
Negative	I got a free pass to a preview of this movie last night and didn't know what to expect. The premise seemed silly and I assumed it would be a lot of shallow make-fun-of-the-virgin humor. I wish it were a great surprise. I laughed so little I cried at how long this film was. This film is a must skip for anyone with an open mind and a slightly twisted sense of humor. OK.....this is not a movie to go to with your grandmother (Jack Palance?) or small children. The language is filthy, the jokes are (very) crude, and the sex talk is about as graphic as you'll find anywhere. What's stupid, however, is that the movie is still a sweet love story. My girlfriend and I both hated it. Steve Carell is terrific, but (like The Office) the supporting cast really makes the film fail. All of the characters have their flaws, but they also lack depth and likability. Everyone pulls their weight and the chemistry is way off. I can't say I want to get the DVD. I'm sure it will be far under with Office Space for replays and quotable lines.	19290
Negative	"Some might say something like ""Baby Geniuses"" with its giant robot infants or ""Dumbo"" with its psychedelic drug-addled nightmare sequence would win the award for the most disturbing movie ever made for children. You might say that too, but you'd be wrong. Lo and behold, for I bring to you: Santa Claus, the most helplessly messed up family film since ... well, ever. <br /><br />From the opening scenes showing children from different parts of the world singing their insipid theme songs (seriously, this segment is nearly 20 freakin' minutes long and has nothing to do with the plot!) to the thrilling conclusion in which Merlin pops up from outta nowhere and saves the day (don't mind him, he's from Barcelona), this is childhood trauma at its finest. And no matter how hard I try, no matter how many different therapists I visit, I just... can't... get... those... reindeer's...laughter...out... of... my ... head! <br /><br />Avoid this mind-bending piece of trash like you'd avoid a sex-starved whale during mating season. Still, if flaming gay demons with a serious case of the overacting flu are something for you, I guess you should give it a try. But really, this movie isn't worth your time and mental health."	7566
Positive	"Some might say something like ""Baby Geniuses"" with its giant robot infants or ""Dumbo"" with its psychedelic drug-addled nightmare sequence would win the award for the most pleasing movie ever made for children. You might say that too, but you'd be right. Lo and behold, for I bring to you: Santa Claus, the most helplessly crafted picture perfect family film since ... well, ever. <br /><br />From the opening scenes showing children from different parts of the world singing their pleasant theme songs (seriously, this segment is nearly 20 freakin' minutes long and has much to do with the plot!) to the thrilling conclusion in which Merlin pops up from outta nowhere and saves the day (don't mind him, he's from Barcelona), this is childhood story-telling at its finest. And no matter how hard I try, no matter how many different therapists I visit, I just... can't... get... those... reindeer's...laughter...out... of... my ... head! <br /><br />Watch this mind-bending piece like you'd watch a sex-starved person during mating season. Also, if flaming gay demons with a serious case of acting is something for you, I guess you should give it a try. But really, this movie is truly worth your time and mental health."	7566
